Word,Count,Social_Media
prior,3,Facebook
priorities,4,Facebook
prisoners,4,Facebook
private,31,Facebook
privilege,3,Facebook
privrage,4,Facebook
prize,3,Facebook
pro,4,Facebook
probably,57,Facebook
problem,51,Facebook
problems,16,Facebook
process,3,Facebook
produce,8,Facebook
producing,3,Facebook
productive,4,Facebook
professional,7,Facebook
professor,4,Facebook
profile,16,Facebook
programs,4,Facebook
progressive,8,Facebook
project,4,Facebook
projection,4,Facebook
projectionlike,4,Facebook
promise,8,Facebook
promoted,3,Facebook
promoting,6,Facebook
pronoun,3,Facebook
proof,23,Facebook
prop,8,Facebook
propaganda,11,Facebook
proper,3,Facebook
property,4,Facebook
propositions,12,Facebook
protect,10,Facebook
protesters,4,Facebook
proud,20,Facebook
prove,10,Facebook
proved,3,Facebook
proven,16,Facebook
proves,8,Facebook
provide,6,Facebook
providing,4,Facebook
proving,4,Facebook
ps,4,Facebook
pseudo,4,Facebook
psst,4,Facebook
psychiatrist,4,Facebook
psycho,12,Facebook
psychological,3,Facebook
public,51,Facebook
publicly,11,Facebook
puhlease,4,Facebook
pull,8,Facebook
pulled,4,Facebook
pulse,4,Facebook
puppies,4,Facebook
puppy,4,Facebook
pure,7,Facebook
purpose,4,Facebook
pursuit,8,Facebook
pus,4,Facebook
push,12,Facebook
pushback,4,Facebook
pushed,8,Facebook
pushing,7,Facebook
pussification,3,Facebook
pussify,3,Facebook
pussy,29,Facebook
pussygrabbing,3,Facebook
pussygragger,4,Facebook
put,62,Facebook
putin,20,Facebook
putins,4,Facebook
puts,7,Facebook
putting,16,Facebook
py,4,Facebook
qualifications,3,Facebook
qualified,4,Facebook
qualities,11,Facebook
quarter,4,Facebook
queasy,4,Facebook
queen,7,Facebook
queer,3,Facebook
question,21,Facebook
questions,12,Facebook
quit,17,Facebook
quite,26,Facebook
quote,12,Facebook
r,4,Facebook
rabbit,4,Facebook
race,4,Facebook
racism,3,Facebook
racist,24,Facebook
radios,3,Facebook
raging,4,Facebook
rain,4,Facebook
raise,38,Facebook
raised,23,Facebook
raises,8,Facebook
raising,4,Facebook
rajit,4,Facebook
rally,3,Facebook
ramming,3,Facebook
rampant,8,Facebook
ran,7,Facebook
ranch,4,Facebook
randolph,12,Facebook
ransom,96,Facebook
rant,4,Facebook
ranting,4,Facebook
rap,8,Facebook
rape,16,Facebook
raped,8,Facebook
rapes,4,Facebook
rapist,14,Facebook
rapists,3,Facebook
rappers,4,Facebook
rarely,3,Facebook
rasied,4,Facebook
rate,8,Facebook
rates,24,Facebook
rather,29,Facebook
ratings,8,Facebook
rational,4,Facebook
rationale,4,Facebook
raving,3,Facebook
rc,24,Facebook
rd,8,Facebook
re,3,Facebook
react,4,Facebook
read,40,Facebook
readers,3,Facebook
reading,18,Facebook
ready,4,Facebook
reagan,4,Facebook
real,58,Facebook
realise,8,Facebook
reality,23,Facebook
realize,4,Facebook
really,99,Facebook
realty,3,Facebook
rears,4,Facebook
reason,31,Facebook
reasoning,3,Facebook
reasons,8,Facebook
rebuilding,3,Facebook
recalled,4,Facebook
recanted,4,Facebook
receive,12,Facebook
received,4,Facebook
receiving,7,Facebook
recent,3,Facebook
recently,15,Facebook
recognition,3,Facebook
recognize,7,Facebook
record,4,Facebook
recorded,4,Facebook
recount,4,Facebook
recuse,4,Facebook
red,8,Facebook
redding,4,Facebook
redemptive,3,Facebook
redistributes,4,Facebook
reelected,3,Facebook
reexplain,4,Facebook
refer,4,Facebook
reference,4,Facebook
referencing,6,Facebook
referring,19,Facebook
refers,4,Facebook
refusal,4,Facebook
refuse,4,Facebook
reg,20,Facebook
regard,3,Facebook
regarding,4,Facebook
regardless,4,Facebook
register,16,Facebook
registration,8,Facebook
regret,3,Facebook
regualtion,4,Facebook
regulation,3,Facebook
regulations,11,Facebook
regurgitating,7,Facebook
regustration,4,Facebook
rehash,4,Facebook
reject,3,Facebook
relate,3,Facebook
relations,4,Facebook
relationship,4,Facebook
relative,3,Facebook
relentlessly,4,Facebook
relevant,4,Facebook
relic,4,Facebook
rely,4,Facebook
remain,4,Facebook
remaining,3,Facebook
remarks,10,Facebook
remember,20,Facebook
remembers,4,Facebook
remind,4,Facebook
reminiscent,3,Facebook
remorse,8,Facebook
remove,3,Facebook
renewal,8,Facebook
reno,4,Facebook
rent,16,Facebook
rep,8,Facebook
repcik,4,Facebook
repeal,4,Facebook
repeated,3,Facebook
replacing,3,Facebook
replies,4,Facebook
report,8,Facebook
reporter,4,Facebook
reprehensible,3,Facebook
represent,4,Facebook
representation,8,Facebook
representative,7,Facebook
representatives,7,Facebook
represents,3,Facebook
reps,4,Facebook
republic,3,Facebook
republican,44,Facebook
republicans,51,Facebook
repugnance,4,Facebook
repugnant,4,Facebook
repulsive,4,Facebook
required,3,Facebook
requirements,3,Facebook
research,12,Facebook
resembling,3,Facebook
residents,4,Facebook
resign,3,Facebook
resist,4,Facebook
resistance,8,Facebook
resources,4,Facebook
respect,62,Facebook
respectful,12,Facebook
responded,12,Facebook
responding,7,Facebook
response,26,Facebook
responsibility,10,Facebook
responsible,19,Facebook
rest,31,Facebook
restroom,4,Facebook
result,4,Facebook
results,12,Facebook
retail,4,Facebook
retarded,3,Facebook
retention,4,Facebook
rethink,4,Facebook
retire,3,Facebook
retirement,8,Facebook
returning,4,Facebook
reversed,4,Facebook
reviewed,8,Facebook
revolves,4,Facebook
rhetoric,3,Facebook
rhonda,4,Facebook
rice,4,Facebook
rich,12,Facebook
richard,4,Facebook
rick,20,Facebook
rid,10,Facebook
ridden,4,Facebook
ridding,4,Facebook
riddled,8,Facebook
rides,4,Facebook
ridiculed,4,Facebook
ridiculing,4,Facebook
ridiculous,17,Facebook
riding,7,Facebook
rifle,4,Facebook
right,108,Facebook
rights,12,Facebook
rioting,8,Facebook
rips,4,Facebook
rise,7,Facebook
risk,3,Facebook
risking,4,Facebook
riverside,4,Facebook
rnc,4,Facebook
road,8,Facebook
roads,24,Facebook
roam,4,Facebook
roast,4,Facebook
robert,159,Facebook
roberts,4,Facebook
robertson,16,Facebook
robinson,8,Facebook
robotic,4,Facebook
rock,8,Facebook
rockstar,4,Facebook
roecker,3,Facebook
role,91,Facebook
roles,4,Facebook
roll,3,Facebook
rome,4,Facebook
ron,3,Facebook
ronald,4,Facebook
roof,4,Facebook
room,8,Facebook
rooms,8,Facebook
rooney,4,Facebook
rose,4,Facebook
rough,3,Facebook
royally,4,Facebook
rubber,4,Facebook
rude,7,Facebook
ruin,4,Facebook
ruined,3,Facebook
ruining,4,Facebook
rump,4,Facebook
run,22,Facebook
running,28,Facebook
russia,20,Facebook
russian,24,Facebook
russians,12,Facebook
rvs,4,Facebook
s,29,Facebook
sack,4,Facebook
sacking,4,Facebook
sacramento,4,Facebook
sacrifice,3,Facebook
sacrificing,3,Facebook
sad,30,Facebook
saddest,4,Facebook
saddled,3,Facebook
sadly,8,Facebook
safe,11,Facebook
safely,4,Facebook
safety,4,Facebook
said,133,Facebook
saito,4,Facebook
san,23,Facebook
sanctuary,11,Facebook
sancturary,3,Facebook
sanders,4,Facebook
sandra,20,Facebook
sandy,28,Facebook
sane,23,Facebook
santanach,8,Facebook
sarah,18,Facebook
sarkar,4,Facebook
sat,4,Facebook
satan,4,Facebook
satellite,3,Facebook
saturday,3,Facebook
save,15,Facebook
saved,4,Facebook
say,114,Facebook
saying,72,Facebook
says,41,Facebook
saystfu,4,Facebook
scandal,19,Facebook
scandalsboom,4,Facebook
scaramucci,3,Facebook
scared,7,Facebook
scary,4,Facebook
scewed,4,Facebook
scheme,4,Facebook
schmuck,4,Facebook
school,20,Facebook
schoolers,12,Facebook
schools,14,Facebook
science,10,Facebook
scientists,3,Facebook
scorn,3,Facebook
scout,20,Facebook
scouts,38,Facebook
screaming,4,Facebook
screed,3,Facebook
screen,4,Facebook
screw,14,Facebook
screwed,4,Facebook
screwing,3,Facebook
script,3,Facebook
scum,7,Facebook
scumbag,4,Facebook
seats,4,Facebook
seattle,8,Facebook
seattles,3,Facebook
second,4,Facebook
seconds,4,Facebook
secretary,8,Facebook
secrets,4,Facebook
secure,3,Facebook
security,4,Facebook
see,110,Facebook
seeing,11,Facebook
seek,4,Facebook
seem,8,Facebook
seems,46,Facebook
seen,14,Facebook
select,8,Facebook
selected,4,Facebook
selectioned,7,Facebook
selective,3,Facebook
selectively,4,Facebook
self,12,Facebook
selfish,8,Facebook
selfishly,4,Facebook
selfishness,4,Facebook
selfreliance,3,Facebook
selfrespect,4,Facebook
selfserving,3,Facebook
selfthinking,3,Facebook
sell,4,Facebook
selling,4,Facebook
sells,4,Facebook
semiadults,3,Facebook
semper,4,Facebook
senate,4,Facebook
senators,4,Facebook
send,4,Facebook
senior,4,Facebook
sensationalistic,4,Facebook
sense,24,Facebook
sensitive,6,Facebook
sent,4,Facebook
sentence,4,Facebook
sentences,4,Facebook
separate,4,Facebook
septuagenarian,3,Facebook
serial,4,Facebook
serious,12,Facebook
seriously,8,Facebook
servants,4,Facebook
serve,6,Facebook
server,4,Facebook
serves,3,Facebook
service,15,Facebook
services,12,Facebook
serving,4,Facebook
set,15,Facebook
seth,8,Facebook
several,11,Facebook
sewer,19,Facebook
sewerderstand,3,Facebook
sex,53,Facebook
sexism,3,Facebook
sexual,26,Facebook
sexuality,3,Facebook
sexually,4,Facebook
sf,4,Facebook
shamblescalifornia,4,Facebook
shame,17,Facebook
shameful,4,Facebook
shameless,8,Facebook
shanna,20,Facebook
shape,4,Facebook
share,8,Facebook
shares,8,Facebook
sharing,3,Facebook
shaughnessy,24,Facebook
sheep,11,Facebook
shelley,6,Facebook
shelter,4,Facebook
shiela,16,Facebook
shine,4,Facebook
shining,4,Facebook
shitheads,4,Facebook
shits,4,Facebook
shock,4,Facebook
shoe,4,Facebook
shoes,8,Facebook
shoot,7,Facebook
short,4,Facebook
shoulder,4,Facebook
show,19,Facebook
showing,7,Facebook
showman,4,Facebook
shows,19,Facebook
shreds,3,Facebook
shrew,4,Facebook
shut,7,Facebook
sick,17,Facebook
sickness,3,Facebook
side,11,Facebook
sides,18,Facebook
sign,12,Facebook
silence,12,Facebook
silenced,6,Facebook
silent,4,Facebook
silly,3,Facebook
silva,7,Facebook
silvas,4,Facebook
silver,10,Facebook
sime,4,Facebook
similar,16,Facebook
similarly,3,Facebook
simple,31,Facebook
simply,22,Facebook
sims,4,Facebook
simultaneously,4,Facebook
since,58,Facebook
sincerely,3,Facebook
single,31,Facebook
sir,8,Facebook
sissified,6,Facebook
sissy,4,Facebook
sisters,4,Facebook
sit,4,Facebook
situation,10,Facebook
situations,4,Facebook
size,4,Facebook
skateboard,3,Facebook
skewed,3,Facebook
skilled,4,Facebook
skills,4,Facebook
skinned,7,Facebook
skirts,12,Facebook
slap,3,Facebook
slate,4,Facebook
sleep,17,Facebook
sleeping,3,Facebook
slept,4,Facebook
slight,4,Facebook
slightest,7,Facebook
slimy,3,Facebook
slipped,4,Facebook
slobber,4,Facebook
slurs,4,Facebook
small,20,Facebook
smaller,4,Facebook
smart,4,Facebook
smdh,4,Facebook
smear,8,Facebook
smh,3,Facebook
smile,4,Facebook
smith,4,Facebook
smoothest,4,Facebook
smug,3,Facebook
snark,8,Facebook
sneaking,4,Facebook
sniveling,3,Facebook
snivelling,3,Facebook
snowflake,8,Facebook
snowflakes,6,Facebook
snuggle,3,Facebook
soap,3,Facebook
soaring,12,Facebook
sober,4,Facebook
social,20,Facebook
socially,10,Facebook
societal,4,Facebook
societies,3,Facebook
society,40,Facebook
societys,4,Facebook
soetoros,4,Facebook
soft,16,Facebook
soften,8,Facebook
software,3,Facebook
sold,4,Facebook
soldiers,4,Facebook
solidarity,3,Facebook
solution,10,Facebook
somebody,11,Facebook
someday,4,Facebook
somehow,12,Facebook
somehoweverything,4,Facebook
someone,120,Facebook
someones,4,Facebook
something,55,Facebook
somethings,4,Facebook
somewhere,15,Facebook
son,48,Facebook
sons,20,Facebook
soon,15,Facebook
sooner,4,Facebook
sore,4,Facebook
sores,4,Facebook
sorry,77,Facebook
sound,3,Facebook
sounded,4,Facebook
sounds,26,Facebook
sour,3,Facebook
sources,11,Facebook
southern,11,Facebook
space,8,Facebook
spaces,3,Facebook
spade,12,Facebook
spared,4,Facebook
speak,31,Facebook
speaker,4,Facebook
speaking,26,Facebook
spearhead,4,Facebook
special,8,Facebook
specific,11,Facebook
specifically,8,Facebook
speculation,4,Facebook
speech,51,Facebook
speechbet,4,Facebook
speeches,6,Facebook
spell,4,Facebook
spelling,4,Facebook
spending,6,Facebook
spends,4,Facebook
spent,8,Facebook
spew,7,Facebook
spewed,4,Facebook
spewing,8,Facebook
sphere,4,Facebook
spineless,4,Facebook
spiritual,3,Facebook
spiritually,3,Facebook
spite,8,Facebook
spoiled,10,Facebook
spoke,4,Facebook
spoken,7,Facebook
spokesmanship,4,Facebook
spokesperson,3,Facebook
spoon,3,Facebook
sports,11,Facebook
spot,8,Facebook
spotlightwhether,4,Facebook
spots,4,Facebook
spout,4,Facebook
spouting,8,Facebook
spread,6,Facebook
spreading,4,Facebook
squat,4,Facebook
squeaky,4,Facebook
srh,4,Facebook
sry,3,Facebook
ss,4,Facebook
stacey,112,Facebook
stacy,4,Facebook
stae,4,Facebook
stale,4,Facebook
stand,22,Facebook
standard,7,Facebook
standards,20,Facebook
standing,11,Facebook
stands,3,Facebook
star,7,Facebook
stars,4,Facebook
start,27,Facebook
started,24,Facebook
starts,11,Facebook
starving,4,Facebook
state,292,Facebook
stated,4,Facebook
statements,7,Facebook
statequite,4,Facebook
states,69,Facebook
stateu,4,Facebook
statismplain,4,Facebook
statistics,12,Facebook
stats,4,Facebook
status,4,Facebook
stay,24,Facebook
staying,3,Facebook
steadily,4,Facebook
step,4,Facebook
stepping,4,Facebook
stereotypical,3,Facebook
steven,4,Facebook
stfu,8,Facebook
stfuur,4,Facebook
sticker,4,Facebook
stifling,4,Facebook
still,53,Facebook
stingy,4,Facebook
stinks,3,Facebook
stock,3,Facebook
stockton,4,Facebook
stomach,3,Facebook
stop,61,Facebook
stoped,4,Facebook
stopped,16,Facebook
stops,4,Facebook
stopthehategavin,3,Facebook
store,4,Facebook
stores,4,Facebook
stories,4,Facebook
story,8,Facebook
straight,8,Facebook
strange,3,Facebook
stranger,4,Facebook
strategy,3,Facebook
stream,4,Facebook
street,23,Facebook
streets,12,Facebook
strength,36,Facebook
strengthening,4,Facebook
strip,4,Facebook
strive,4,Facebook
striving,3,Facebook
stroke,4,Facebook
strong,57,Facebook
stronger,9,Facebook
struggling,16,Facebook
strumpets,4,Facebook
stuck,3,Facebook
students,3,Facebook
study,7,Facebook
studys,4,Facebook
stuff,16,Facebook
stupid,29,Facebook
style,3,Facebook
styles,3,Facebook
subject,4,Facebook
submarines,4,Facebook
submit,7,Facebook
submits,4,Facebook
submitted,4,Facebook
subordinate,4,Facebook
substance,3,Facebook
substitute,4,Facebook
succeed,3,Facebook
success,15,Facebook
successful,12,Facebook
suck,4,Facebook
sucking,11,Facebook
sucks,4,Facebook
sudden,4,Facebook
suewell,4,Facebook
suffer,11,Facebook
suggest,12,Facebook
suicide,3,Facebook
sum,4,Facebook
sundays,3,Facebook
superman,4,Facebook
supply,4,Facebook
support,66,Facebook
supported,4,Facebook
supporter,4,Facebook
supporters,8,Facebook
supporting,3,Facebook
suppose,8,Facebook
supposed,7,Facebook
suppression,4,Facebook
sure,29,Facebook
surgeries,4,Facebook
surgery,8,Facebook
surprised,10,Facebook
surrounded,4,Facebook
survive,15,Facebook
survives,6,Facebook
suspected,3,Facebook
sustain,8,Facebook
sustainable,4,Facebook
suv,3,Facebook
swamp,11,Facebook
sway,4,Facebook
sweety,4,Facebook
swift,3,Facebook
swine,4,Facebook
symptom,6,Facebook
system,22,Facebook
t,3,Facebook
table,3,Facebook
tactics,8,Facebook
taiwanese,3,Facebook
take,39,Facebook
taken,4,Facebook
takes,4,Facebook
taking,31,Facebook
tale,4,Facebook
talent,3,Facebook
talk,79,Facebook
talked,16,Facebook
talking,65,Facebook
talks,7,Facebook
tanabe,12,Facebook
tank,4,Facebook
tanked,4,Facebook
tans,4,Facebook
tantrums,7,Facebook
tape,4,Facebook
tapping,4,Facebook
taste,4,Facebook
taught,3,Facebook
tax,105,Facebook
taxed,4,Facebook
taxes,82,Facebook
taxesget,4,Facebook
taxing,12,Facebook
taxp,3,Facebook
taxpayer,3,Facebook
taxpayers,8,Facebook
taxpaying,3,Facebook
teach,12,Facebook
teacher,8,Facebook
teaching,37,Facebook
team,4,Facebook
teenage,3,Facebook
teens,16,Facebook
tell,81,Facebook
telling,32,Facebook
tells,8,Facebook
temper,11,Facebook
temperatures,4,Facebook
ten,3,Facebook
tend,4,Facebook
tendencies,4,Facebook
tennessee,4,Facebook
tens,3,Facebook
tents,4,Facebook
term,11,Facebook
termed,3,Facebook
terrain,3,Facebook
terrible,4,Facebook
territory,4,Facebook
terrorism,3,Facebook
terrorist,3,Facebook
terrorists,4,Facebook
terry,4,Facebook
test,3,Facebook
testicles,8,Facebook
testified,12,Facebook
testosterone,4,Facebook
texas,24,Facebook
th,42,Facebook
thank,59,Facebook
thankful,4,Facebook
thankfully,8,Facebook
thanks,71,Facebook
thats,11,Facebook
thequestion,4,Facebook
therapy,4,Facebook
therefore,4,Facebook
thier,4,Facebook
thin,7,Facebook
thing,73,Facebook
things,71,Facebook
think,255,Facebook
thinkers,3,Facebook
thinking,40,Facebook
thinks,22,Facebook
third,23,Facebook
though,27,Facebook
thought,47,Facebook
thoughtful,3,Facebook
thousands,3,Facebook
thread,12,Facebook
threat,6,Facebook
threatened,16,Facebook
three,8,Facebook
threw,4,Facebook
thriving,4,Facebook
throat,4,Facebook
throughout,4,Facebook
throw,23,Facebook
throwing,11,Facebook
thru,4,Facebook
thta,4,Facebook
thuggish,3,Facebook
thugs,7,Facebook
thumping,3,Facebook
tide,4,Facebook
till,4,Facebook
tim,4,Facebook
time,99,Facebook
times,36,Facebook
tinfoil,4,Facebook
tiny,4,Facebook
tips,4,Facebook
tired,12,Facebook
titled,8,Facebook
titles,10,Facebook
tn,4,Facebook
today,10,Facebook
toddler,3,Facebook
together,19,Facebook
toilet,4,Facebook
tolbert,4,Facebook
told,16,Facebook
tolerant,4,Facebook
tom,8,Facebook
tong,12,Facebook
tony,4,Facebook
took,3,Facebook
tool,8,Facebook
tools,4,Facebook
top,11,Facebook
topic,8,Facebook
total,16,Facebook
totally,4,Facebook
touch,15,Facebook
tough,23,Facebook
tour,12,Facebook
toured,20,Facebook
tourk,3,Facebook
towards,12,Facebook
town,16,Facebook
towns,16,Facebook
toxic,208,Facebook
toxicity,10,Facebook
toxicplaying,3,Facebook
tracey,4,Facebook
track,3,Facebook
trade,36,Facebook
trademark,4,Facebook
tradeyeah,4,Facebook
traditional,3,Facebook
trailer,4,Facebook
trailers,4,Facebook
train,18,Facebook
traitor,11,Facebook
traits,3,Facebook
tranny,4,Facebook
trannys,3,Facebook
transaction,4,Facebook
transcripts,4,Facebook
transgender,4,Facebook
transparancy,3,Facebook
transportation,4,Facebook
trapping,3,Facebook
trash,8,Facebook
trashbins,4,Facebook
travel,8,Facebook
travelled,4,Facebook
treasonous,4,Facebook
treat,7,Facebook
treated,4,Facebook
treatment,4,Facebook
treats,4,Facebook
tremendous,3,Facebook
trenches,4,Facebook
trends,4,Facebook
trick,3,Facebook
trickle,4,Facebook
tried,26,Facebook
trigger,4,Facebook
trillion,4,Facebook
trillioneveryone,4,Facebook
trip,4,Facebook
troll,8,Facebook
trolling,8,Facebook
trolls,8,Facebook
troop,9,Facebook
truck,4,Facebook
true,43,Facebook
truly,18,Facebook
trump,442,Facebook
trumpian,4,Facebook
trumpigs,3,Facebook
trumpquit,4,Facebook
trumps,62,Facebook
trust,16,Facebook
truth,47,Facebook
truthful,12,Facebook
try,58,Facebook
trying,79,Facebook
tube,4,Facebook
tunnels,4,Facebook
turds,4,Facebook
turn,15,Facebook
turned,4,Facebook
turning,8,Facebook
tv,14,Facebook
twanky,3,Facebook
tweeting,7,Facebook
tweets,7,Facebook
twice,4,Facebook
twitter,4,Facebook
two,18,Facebook
twosome,3,Facebook
type,11,Facebook
types,8,Facebook
typical,4,Facebook
typically,4,Facebook
typing,4,Facebook
u,28,Facebook
ugh,3,Facebook
ugly,8,Facebook
uglymouth,3,Facebook
uline,8,Facebook
ultimately,3,Facebook
ultra,3,Facebook
um,4,Facebook
umm,4,Facebook
unable,4,Facebook
unacceptable,3,Facebook
unayers,3,Facebook
unbalanced,20,Facebook
unbelievable,4,Facebook
unclean,4,Facebook
unconscionable,3,Facebook
underage,17,Facebook
underhill,11,Facebook
undermines,3,Facebook
underpass,4,Facebook
underprivileged,4,Facebook
understand,36,Facebook
understanding,16,Facebook
undo,10,Facebook
uneducated,12,Facebook
unemployment,4,Facebook
unequivocal,3,Facebook
unethical,4,Facebook
unfamiliar,4,Facebook
unfortunate,3,Facebook
unfortunately,19,Facebook
unhappy,6,Facebook
unhinged,4,Facebook
unionnow,4,Facebook
unison,4,Facebook
united,22,Facebook
university,4,Facebook
unkind,3,Facebook
unknown,3,Facebook
unless,12,Facebook
unlike,24,Facebook
unlikely,3,Facebook
unprecedented,4,Facebook
unpredictable,3,Facebook
unpresidented,4,Facebook
unregister,4,Facebook
unstable,8,Facebook
untreated,8,Facebook
unwilling,4,Facebook
updated,3,Facebook
upon,4,Facebook
uranium,4,Facebook
urges,4,Facebook
us,159,Facebook
use,45,Facebook
used,15,Facebook
useless,7,Facebook
uses,4,Facebook
using,22,Facebook
usually,4,Facebook
utilities,8,Facebook
utility,4,Facebook
utmost,4,Facebook
uttered,3,Facebook
vaginas,8,Facebook
vain,3,Facebook
valid,3,Facebook
validate,4,Facebook
values,20,Facebook
various,7,Facebook
vast,7,Facebook
vatican,4,Facebook
verified,4,Facebook
verity,3,Facebook
version,4,Facebook
veteran,4,Facebook
vetted,4,Facebook
vicariously,4,Facebook
victimhood,3,Facebook
victims,15,Facebook
victory,4,Facebook
video,20,Facebook
view,37,Facebook
viewed,4,Facebook
viewholding,4,Facebook
views,24,Facebook
vigina,3,Facebook
village,4,Facebook
villiagrosa,4,Facebook
vinas,4,Facebook
vindictive,3,Facebook
violated,4,Facebook
violence,8,Facebook
violent,18,Facebook
virtue,3,Facebook
virtuous,4,Facebook
visit,8,Facebook
visited,4,Facebook
vitriol,3,Facebook
vocabulary,4,Facebook
voice,11,Facebook
voices,4,Facebook
volume,4,Facebook
volumes,4,Facebook
voluntary,8,Facebook
volunteer,4,Facebook
voodoo,4,Facebook
vote,54,Facebook
voted,39,Facebook
voter,19,Facebook
voters,15,Facebook
votes,24,Facebook
voting,8,Facebook
vowel,4,Facebook
vs,19,Facebook
vulgar,4,Facebook
w,4,Facebook
wade,28,Facebook
wage,28,Facebook
wagner,15,Facebook
waht,8,Facebook
wait,24,Facebook
waiting,4,Facebook
wake,3,Facebook
waking,4,Facebook
walk,16,Facebook
walking,4,Facebook
wall,12,Facebook
walter,4,Facebook
wand,4,Facebook
wanna,4,Facebook
wannabe,4,Facebook
want,99,Facebook
wanted,7,Facebook
wanting,12,Facebook
wants,26,Facebook
war,4,Facebook
ward,4,Facebook
warm,4,Facebook
warriors,4,Facebook
wars,6,Facebook
washington,15,Facebook
waste,8,Facebook
wasting,4,Facebook
watch,26,Facebook
watching,4,Facebook
water,12,Facebook
waters,4,Facebook
way,201,Facebook
ways,7,Facebook
wayscunts,4,Facebook
weak,27,Facebook
weaker,7,Facebook
weakest,4,Facebook
weakness,3,Facebook
wealthynow,4,Facebook
wearing,12,Facebook
wears,8,Facebook
weather,12,Facebook
weaves,4,Facebook
webb,16,Facebook
wed,3,Facebook
wedding,3,Facebook
week,8,Facebook
weird,4,Facebook
welcome,7,Facebook
welcoming,4,Facebook
well,154,Facebook
wellbalanced,3,Facebook
wellraised,3,Facebook
went,32,Facebook
western,20,Facebook
wh,8,Facebook
whatever,11,Facebook
whats,7,Facebook
whatsoever,12,Facebook
whatthe,4,Facebook
whenever,4,Facebook
whether,11,Facebook
whimpering,4,Facebook
whims,4,Facebook
whine,4,Facebook
whines,4,Facebook
whining,4,Facebook
whinny,3,Facebook
whiny,12,Facebook
white,69,Facebook
whitewashing,4,Facebook
whole,19,Facebook
whos,3,Facebook
whose,4,Facebook
wide,4,Facebook
widow,3,Facebook
wife,155,Facebook
wih,4,Facebook
wikipedia,7,Facebook
wildly,3,Facebook
will,295,Facebook
willfully,12,Facebook
william,3,Facebook
willingness,3,Facebook
win,22,Facebook
window,8,Facebook
windows,8,Facebook
wing,4,Facebook
wingnut,4,Facebook
winkelman,4,Facebook
winner,8,Facebook
winning,11,Facebook
wins,7,Facebook
wisconsin,3,Facebook
wish,10,Facebook
witch,4,Facebook
within,10,Facebook
without,42,Facebook
witnessed,3,Facebook
wives,4,Facebook
woefully,3,Facebook
womack,3,Facebook
woman,52,Facebook
womans,4,Facebook
womb,4,Facebook
women,213,Facebook
womens,12,Facebook
won,8,Facebook
wonder,15,Facebook
wonderful,12,Facebook
wontdebategavin,3,Facebook
word,24,Facebook
words,33,Facebook
work,74,Facebook
worker,4,Facebook
working,38,Facebook
works,11,Facebook
world,127,Facebook
worldcalifornia,4,Facebook
worn,12,Facebook
worry,8,Facebook
worrying,3,Facebook
worse,16,Facebook
worships,8,Facebook
worst,22,Facebook
worth,4,Facebook
worthless,6,Facebook
wow,8,Facebook
wowfull,4,Facebook
wowgets,4,Facebook
wp,4,Facebook
wreck,4,Facebook
wristed,4,Facebook
write,3,Facebook
writing,11,Facebook
wrong,80,Facebook
wrongs,8,Facebook
wrote,8,Facebook
wtf,8,Facebook
wuss,3,Facebook
wwwjointravisallencom,4,Facebook
x,12,Facebook
ya,12,Facebook
yacht,3,Facebook
yadon,16,Facebook
yawn,12,Facebook
yea,8,Facebook
yeah,47,Facebook
year,49,Facebook
yearold,4,Facebook
years,78,Facebook
yearslowest,4,Facebook
yell,4,Facebook
yep,20,Facebook
yepabused,3,Facebook
yer,4,Facebook
yes,81,Facebook
yet,53,Facebook
yoga,4,Facebook
york,3,Facebook
young,53,Facebook
younger,8,Facebook
youth,6,Facebook
youtube,8,Facebook
yr,3,Facebook
yup,7,Facebook
yvonne,4,Facebook
zax,4,Facebook
zazueta,8,Facebook
zero,7,Facebook
zombie,4,Facebook
zoo,4,Facebook
a,1,Twitter
aaaaamazing,1,Twitter
abandoned,1,Twitter
abel,2,Twitter
abiding,2,Twitter
ability,1,Twitter
able,118,Twitter
abounds,1,Twitter
absence,1,Twitter
absolutely,2,Twitter
abuse,3,Twitter
aca,11,Twitter
academic,2,Twitter
acc,1,Twitter
accept,1,Twitter
access,1,Twitter
accessibility,1,Twitter
accidentally,1,Twitter
according,1,Twitter
account,2,Twitter
accountable,2,Twitter
accusing,1,Twitter
acquisition,1,Twitter
across,2,Twitter
acsosheriffs,1,Twitter
act,13,Twitter
acti,1,Twitter
acting,1,Twitter
action,2,Twitter
actions,3,Twitter
active,2,Twitter
activist,1,Twitter
actual,1,Twitter
actually,7,Twitter
acumen,9,Twitter
ad,1,Twitter
ada,15,Twitter
adadasovich,4,Twitter
adam,1,Twitter
adamcarolla,2,Twitter
adamschiffca,3,Twitter
add,1,Twitter
added,1,Twitter
addict,1,Twitter
addition,1,Twitter
address,3,Twitter
addressing,2,Twitter
admin,1,Twitter
administration,2,Twitter
admire,2,Twitter
admissions,1,Twitter
admit,1,Twitter
admitting,1,Twitter
adopt,2,Twitter
adorable,1,Twitter
adoring,51,Twitter
advanced,1,Twitter
adversar,1,Twitter
adversaries,1,Twitter
advocate,1,Twitter
afamericans,1,Twitter
affac,1,Twitter
affacti,1,Twitter
affected,2,Twitter
affirmative,1,Twitter
afford,1,Twitter
affordable,13,Twitter
afraid,1,Twitter
african,1,Twitter
afterward,1,Twitter
