Word,Count,Social_Media
gut,22,Twitter
gutierrez,2,Twitter
gutless,1,Twitter
guv,2,Twitter
guy,11,Twitter
guys,8,Twitter
gvwire,3,Twitter
h,10,Twitter
haber,4,Twitter
haha,2,Twitter
hahahaha,2,Twitter
haidarhawthorne,1,Twitter
hairbrained,1,Twitter
halejesus,1,Twitter
half,2,Twitter
hall,8,Twitter
hand,3,Twitter
handicapped,1,Twitter
handily,2,Twitter
handle,1,Twitter
handlers,1,Twitter
hands,1,Twitter
handsome,1,Twitter
hangnail,1,Twitter
happen,1,Twitter
happened,3,Twitter
happening,3,Twitter
happy,29,Twitter
happyanniversary,1,Twitter
harinder,2,Twitter
harleyrouda,3,Twitter
harms,164,Twitter
harvard,1,Twitter
hat,1,Twitter
hatch,171,Twitter
hate,67,Twitter
hateful,2,Twitter
hater,1,Twitter
hating,1,Twitter
hav,1,Twitter
hawkins,2,Twitter
hawthorn,1,Twitter
hawthorne,2,Twitter
hawthorneauto,3,Twitter
hawthorneautosquare,1,Twitter
hb,1,Twitter
hc,2,Twitter
hea,2,Twitter
head,2,Twitter
headed,1,Twitter
headlined,3,Twitter
heal,1,Twitter
healand,1,Twitter
healess,1,Twitter
health,9,Twitter
healthcare,233,Twitter
healthy,1,Twitter
healthyca,2,Twitter
hear,6,Twitter
hearing,13,Twitter
hears,1,Twitter
heck,1,Twitter
height,719,Twitter
held,2,Twitter
hell,3,Twitter
hellbent,1,Twitter
helleniccouncil,1,Twitter
help,7,Twitter
helped,28,Twitter
helpful,1,Twitter
helping,2,Twitter
helps,1,Twitter
herbalife,1,Twitter
herbjwesson,1,Twitter
heritage,3,Twitter
hero,10,Twitter
heroes,4,Twitter
hes,3,Twitter
hey,7,Twitter
hi,1,Twitter
hickey,1,Twitter
hicks,1,Twitter
hiding,3,Twitter
highe,1,Twitter
highered,3,Twitter
highest,1,Twitter
highspeed,1,Twitter
highspeedrail,1,Twitter
hilarious,2,Twitter
hilary,1,Twitter
hilaryclintin,4,Twitter
hilaryclinton,4,Twitter
hill,1,Twitter
hillary,4,Twitter
hillaryclinton,1,Twitter
hillaryclintonday,1,Twitter
hispanic,5,Twitter
history,2,Twitter
hit,1,Twitter
hkfellow,2,Twitter
hmm,1,Twitter
hmmm,1,Twitter
hockeyesque,1,Twitter
hold,4,Twitter
holding,7,Twitter
hole,1,Twitter
holy,1,Twitter
home,5,Twitter
homelessness,1,Twitter
homophobe,1,Twitter
honest,1,Twitter
honestly,1,Twitter
honor,5,Twitter
honorable,1,Twitter
honoravet,5,Twitter
honored,6,Twitter
honoring,1,Twitter
hoosierchip,4,Twitter
hope,2,Twitter
hopefully,5,Twitter
hoping,2,Twitter
hormone,1,Twitter
hormones,2,Twitter
hosted,4,Twitter
hot,2,Twitter
hottie,2,Twitter
hourlystruggle,5,Twitter
hours,1,Twitter
house,7,Twitter
housedemocrats,1,Twitter
housegop,3,Twitter
housing,12,Twitter
hoy,6,Twitter
ht,5,Twitter
htt,339,Twitter
http,10,Twitter
hu,2,Twitter
hucksters,1,Twitter
huff,2,Twitter
huffpost,1,Twitter
huge,4,Twitter
human,175,Twitter
humantrafficking,2,Twitter
hundred,2,Twitter
huntinstitute,2,Twitter
hurryprimaries,1,Twitter
hyperloop,2,Twitter
hypocrite,3,Twitter
iamsteflawless,3,Twitter
ice,2,Twitter
icegov,2,Twitter
icymi,2,Twitter
idea,5,Twitter
ideas,5,Twitter
identical,1,Twitter
identified,3,Twitter
identity,4,Twitter
idiot,10,Twitter
idiotic,2,Twitter
ieeconptnrship,1,Twitter
ignorance,720,Twitter
ignorant,3,Twitter
ignore,2,Twitter
ignoring,1,Twitter
iiipiia,1,Twitter
ill,2,Twitter
illegal,6,Twitter
illegals,3,Twitter
illletmyselfout,1,Twitter
illness,1,Twitter
illuminati,1,Twitter
image,1,Twitter
imagination,1,Twitter
imagine,4,Twitter
immature,1,Twitter
immediately,2,Twitter
immigrates,2,Twitter
immigration,26,Twitter
immigrationbihright,3,Twitter
impacted,1,Twitter
impeach,3,Twitter
impeachtrump,3,Twitter
impeachtrumpnow,1,Twitter
implement,1,Twitter
implementing,1,Twitter
implications,1,Twitter
impoance,2,Twitter
impoant,292,Twitter
imran,1,Twitter
incapacitated,1,Twitter
include,1,Twitter
included,1,Twitter
including,1,Twitter
inclusive,1,Twitter
income,2,Twitter
increase,2,Twitter
incredible,287,Twitter
indi,1,Twitter
indian,2,Twitter
indirect,1,Twitter
individuals,10,Twitter
indivisibleca,3,Twitter
indivisiblesta,2,Twitter
industrial,1,Twitter
inequality,6,Twitter
inf,1,Twitter
info,3,Twitter
informations,1,Twitter
infrast,1,Twitter
infrastructure,10,Twitter
ingelheim,2,Twitter
injured,1,Twitter
injustice,1,Twitter
inland,1,Twitter
inner,1,Twitter
inniscor,1,Twitter
innocent,1,Twitter
ins,1,Twitter
insane,1,Twitter
insecurities,1,Twitter
inside,2,Twitter
inspire,1,Twitter
inspired,2,Twitter
instead,3,Twitter
institute,1,Twitter
insurance,4,Twitter
integrity,2,Twitter
integrityshines,10,Twitter
intellectual,1,Twitter
intelligence,1,Twitter
intelligent,1,Twitter
intentionally,1,Twitter
interesting,2,Twitter
interview,2,Twitter
introduce,7,Twitter
introduces,1,Twitter
introducing,1,Twitter
invading,23,Twitter
invest,4,Twitter
investined,1,Twitter
invoke,1,Twitter
iraq,30,Twitter
irish,1,Twitter
irrational,1,Twitter
isis,1,Twitter
islam,2,Twitter
issu,1,Twitter
issue,176,Twitter
issuers,2,Twitter
issues,13,Twitter
ivankabet,1,Twitter
ivankatrump,1,Twitter
j,2,Twitter
jabaar,1,Twitter
jackass,1,Twitter
jackson,1,Twitter
jacob,1,Twitter
james,2,Twitter
jamesfourm,58,Twitter
jan,1,Twitter
janicehahn,1,Twitter
janrobinjackson,7,Twitter
japanese,1,Twitter
jasonkander,1,Twitter
jbarro,12,Twitter
jcs,2,Twitter
jealous,4,Twitter
jeff,1,Twitter
jeffjag,2,Twitter
jeffzeleny,4,Twitter
jens,2,Twitter
jensiebelnewsom,14,Twitter
jer,1,Twitter
jerk,1,Twitter
jerrybrowngov,94,Twitter
jessearreguin,1,Twitter
jesuits,1,Twitter
jesus,1,Twitter
jews,1,Twitter
jfc,1,Twitter
jhoddie,6,Twitter
jimmeehan,1,Twitter
job,14,Twitter
jobs,2,Twitter
joebiden,2,Twitter
joed,6,Twitter
joegarofoli,1,Twitter
joekennedy,1,Twitter
joesmithsdk,1,Twitter
john,7,Twitter
johncornyn,4,Twitter
johnmyers,7,Twitter
johnson,2,Twitter
join,28,Twitter
joined,2,Twitter
joining,2,Twitter
joinj,2,Twitter
joinjohn,23,Twitter
joint,1,Twitter
jokes,1,Twitter
jonathan,3,Twitter
jonathanchait,26,Twitter
jonigeographer,47,Twitter
jorgemarquez,3,Twitter
jorgeramosnews,1,Twitter
joriecefollett,3,Twitter
josiehuang,1,Twitter
journey,8,Twitter
jovankabeckles,5,Twitter
jpcastanon,1,Twitter
jsd,2,Twitter
juddapatow,1,Twitter
july,6,Twitter
just,55,Twitter
justice,5,Twitter
justintrudeau,1,Twitter
k,5,Twitter
kam,19,Twitter
kamalaharris,21,Twitter
kammy,1,Twitter
kaplanoakland,4,Twitter
karaswisher,1,Twitter
kareem,1,Twitter
kasimreed,2,Twitter
kat,1,Twitter
kdeleon,20,Twitter
keep,6,Twitter
keithellison,1,Twitter
kent,1,Twitter
kevinpmc,1,Twitter
key,1,Twitter
keyboard,1,Twitter
keynote,4,Twitter
kg,1,Twitter
kick,1,Twitter
kicked,1,Twitter
kidding,1,Twitter
kids,3,Twitter
killed,2,Twitter
kind,7,Twitter
kindly,1,Twitter
kiss,1,Twitter
kkk,1,Twitter
knee,1,Twitter
knew,3,Twitter
know,36,Twitter
knowledgeable,1,Twitter
knows,5,Twitter
kotickcongress,1,Twitter
kowarsh,1,Twitter
kpcc,1,Twitter
kristieburchit,5,Twitter
kronnews,1,Twitter
ktvu,1,Twitter
kxmc,1,Twitter
l,4,Twitter
lack,3,Twitter
lacking,1,Twitter
lady,1,Twitter
lakes,1,Twitter
laketahoe,1,Twitter
land,1,Twitter
landscape,1,Twitter
landslide,1,Twitter
lane,1,Twitter
lapdchiefbeck,1,Twitter
lapdogs,51,Twitter
laprensasd,3,Twitter
lapubliclibrary,1,Twitter
larrymantle,1,Twitter
last,9,Twitter
latdatadesk,3,Twitter
latest,60,Twitter
latimes,2,Twitter
latimesemily,1,Twitter
latinaboss,2,Twitter
latino,2,Twitter
latinolpforum,1,Twitter
latinostrategy,1,Twitter
lauds,1,Twitter
laugh,6,Twitter
laughingstock,1,Twitter
lauraleawatson,1,Twitter
lavishtantrums,1,Twitter
law,8,Twitter
lawyers,2,Twitter
lay,2,Twitter
lays,1,Twitter
lazy,1,Twitter
lbgt,1,Twitter
lbmitch,1,Twitter
lead,3,Twitter
leader,1,Twitter
leaders,9,Twitter
leadership,7,Twitter
leading,1,Twitter
learn,2,Twitter
learning,1,Twitter
least,7,Twitter
leche,6,Twitter
left,2,Twitter
leftwing,1,Twitter
legacy,3,Twitter
legislates,1,Twitter
legislation,1,Twitter
legislative,1,Twitter
legit,1,Twitter
lemmonsdtrades,2,Twitter
leo,1,Twitter
lesliern,1,Twitter
less,718,Twitter
lesser,1,Twitter
lesson,1,Twitter
let,9,Twitter
lets,1,Twitter
letsnotforgetthefacts,1,Twitter
level,1,Twitter
levels,1,Twitter
lgbt,30,Twitter
lgbtq,2,Twitter
lgbtqallying,1,Twitter
liar,1,Twitter
libbyschaaf,3,Twitter
liberal,6,Twitter
liberals,1,Twitter
library,2,Twitter
lickers,1,Twitter
lidia,2,Twitter
lie,6,Twitter
lied,1,Twitter
lies,3,Twitter
lieutenant,1,Twitter
life,34,Twitter
lifedeath,1,Twitter
light,1,Twitter
like,79,Twitter
liked,1,Twitter
likes,3,Twitter
liking,2,Twitter
limit,1,Twitter
line,3,Twitter
lineup,1,Twitter
lisamurkowski,4,Twitter
listed,1,Twitter
listen,3,Twitter
listening,5,Twitter
lit,1,Twitter
live,6,Twitter
living,1,Twitter
lmao,1,Twitter
lobbied,1,Twitter
loc,1,Twitter
local,3,Twitter
lock,1,Twitter
locked,1,Twitter
lol,42,Twitter
londonbreed,1,Twitter
long,7,Twitter
look,3,Twitter
looked,2,Twitter
looking,5,Twitter
looks,2,Twitter
loon,1,Twitter
loose,1,Twitter
lords,1,Twitter
lordy,1,Twitter
lorenaad,2,Twitter
lorenasgonzalez,6,Twitter
loses,2,Twitter
losing,1,Twitter
loss,1,Twitter
lost,5,Twitter
lot,6,Twitter
louder,1,Twitter
love,12,Twitter
loves,1,Twitter
loving,1,Twitter
low,3,Twitter
lowering,1,Twitter
loyal,1,Twitter
lt,7,Twitter
lucasoconnor,1,Twitter
lucky,3,Twitter
lululemew,57,Twitter
lumping,1,Twitter
lunaticfringe,1,Twitter
luncheon,7,Twitter
lying,7,Twitter
m,1,Twitter
ma,1,Twitter
maddening,1,Twitter
made,8,Twitter
madison,1,Twitter
maga,5,Twitter
magnet,1,Twitter
mail,1,Twitter
mainers,1,Twitter
major,4,Twitter
make,11,Twitter
makeam,1,Twitter
makes,21,Twitter
making,9,Twitter
male,1,Twitter
maliavella,5,Twitter
maloym,3,Twitter
man,8,Twitter
manag,1,Twitter
manage,1,Twitter
managers,1,Twitter
mandeepsheer,1,Twitter
mandela,1,Twitter
mandeladay,1,Twitter
manh,1,Twitter
manhattan,5,Twitter
manhatten,5,Twitter
manipulate,6,Twitter
manners,1,Twitter
manufacturing,1,Twitter
many,226,Twitter
marcogutierrez,1,Twitter
markskrikorian,2,Twitter
marlago,1,Twitter
marlen,1,Twitter
marriage,2,Twitter
marry,1,Twitter
marshalltuck,1,Twitter
massacre,1,Twitter
mat,2,Twitter
mates,1,Twitter
math,22,Twitter
matt,5,Twitter
matter,4,Twitter
matters,1,Twitter
matthilliard,1,Twitter
maverick,1,Twitter
maxinewaters,6,Twitter
may,5,Twitter
maybe,3,Twitter
mayor,16,Twitter
mayoredlee,4,Twitter
mayorofla,6,Twitter
mccain,6,Twitter
mcsweeneys,1,Twitter
mean,13,Twitter
meaning,2,Twitter
means,2,Twitter
meanwhile,1,Twitter
meddling,1,Twitter
media,1,Twitter
medical,3,Twitter
meet,132,Twitter
meeting,14,Twitter
meetings,1,Twitter
meh,1,Twitter
meld,1,Twitter
melissaafrancis,3,Twitter
meltdown,4,Twitter
member,27,Twitter
members,5,Twitter
men,208,Twitter
mental,3,Twitter
mentally,3,Twitter
mention,1,Twitter
merit,1,Twitter
mess,8,Twitter
message,1,Twitter
met,4,Twitter
meth,3,Twitter
meticulously,1,Twitter
mets,1,Twitter
mex,1,Twitter
mexican,4,Twitter
mexicans,1,Twitter
mgrubenhoff,1,Twitter
michelle,4,Twitter
middle,3,Twitter
might,4,Twitter
migrate,1,Twitter
migration,1,Twitter
mikebloomberg,1,Twitter
mikebonin,6,Twitter
mikeboninla,1,Twitter
mikepence,1,Twitter
mikesilver,2,Twitter
miles,1,Twitter
milit,1,Twitter
militar,1,Twitter
military,40,Twitter
milktoast,1,Twitter
million,12,Twitter
millions,13,Twitter
minaret,1,Twitter
mind,3,Twitter
minds,1,Twitter
mine,2,Twitter
mini,1,Twitter
misleading,6,Twitter
misogynist,1,Twitter
miss,4,Twitter
missed,4,Twitter
missing,1,Twitter
misspelled,1,Twitter
mistake,1,Twitter
mister,1,Twitter
mit,1,Twitter
mitchofarrell,1,Twitter
miwayha,1,Twitter
mixed,1,Twitter
mobility,3,Twitter
modesto,17,Twitter
mohammed,1,Twitter
moina,1,Twitter
molliekatzen,1,Twitter
moment,1,Twitter
money,5,Twitter
mongering,61,Twitter
monster,1,Twitter
montezumas,1,Twitter
month,4,Twitter
monument,1,Twitter
moonbeam,1,Twitter
mor,1,Twitter
morals,2,Twitter
mornings,1,Twitter
moronweeeeeeeeeee,1,Twitter
mostly,1,Twitter
move,2,Twitter
movie,1,Twitter
movielike,1,Twitter
moviescribe,11,Twitter
mr,7,Twitter
mrcameroncurry,1,Twitter
mrchadv,1,Twitter
mrnewsom,1,Twitter
mrs,2,Twitter
mscollegeopp,1,Twitter
msevans,4,Twitter
msmariat,48,Twitter
msnbc,3,Twitter
mtanner,1,Twitter
much,10,Twitter
multi,1,Twitter
multiverse,4,Twitter
murder,1,Twitter
murderers,1,Twitter
muslim,4,Twitter
muslims,1,Twitter
must,19,Twitter
mx,1,Twitter
myeucatastrophe,1,Twitter
myr,2,Twitter
mystaura,11,Twitter
n,5,Twitter
na,1,Twitter
nadermaryiand,3,Twitter
nah,1,Twitter
name,6,Twitter
namechecks,2,Twitter
nancypelosi,5,Twitter
nancyskinnerca,7,Twitter
nap,1,Twitter
napabawestern,1,Twitter
nathan,3,Twitter
nathanfletcher,14,Twitter
national,1,Twitter
nationalherald,1,Twitter
nationalhireaveteranday,5,Twitter
nations,4,Twitter
native,1,Twitter
natural,1,Twitter
naturalized,1,Twitter
navdeepsinghjd,1,Twitter
navy,1,Twitter
nearly,5,Twitter
need,34,Twitter
needed,18,Twitter
needs,26,Twitter
neighbor,1,Twitter
neither,1,Twitter
nelson,1,Twitter
nerd,2,Twitter
nerdgerm,3,Twitter
netflix,1,Twitter
never,9,Twitter
new,227,Twitter
newly,1,Twitter
news,19,Twitter
newsdeeply,1,Twitter
newsom,35,Twitter
newsome,1,Twitter
newspaper,1,Twitter
newspurely,2,Twitter
next,23,Twitter
nextrevfnc,1,Twitter
ngeles,6,Twitter
ngl,1,Twitter
nice,53,Twitter
nig,4,Twitter
night,5,Twitter
nightdove,1,Twitter
nights,1,Twitter
nj,1,Twitter
noamnesty,2,Twitter
noballsnewsom,2,Twitter
nobannowall,1,Twitter
nobody,2,Twitter
nodaca,2,Twitter
noh,7,Twitter
none,19,Twitter
nope,3,Twitter
norma,1,Twitter
normal,1,Twitter
normalized,2,Twitter
notatruecalifornian,1,Twitter
note,5,Twitter
notes,1,Twitter
notgbo,1,Twitter
nothing,8,Twitter
noting,1,Twitter
notion,1,Twitter
notmore,2,Twitter
notmygovernor,1,Twitter
novel,1,Twitter
now,62,Twitter
nra,2,Twitter
ntragesser,3,Twitter
nuestro,1,Twitter
nuestros,6,Twitter
nukeoption,1,Twitter
number,4,Twitter
numbers,1,Twitter
nut,2,Twitter
nuts,1,Twitter
ny,2,Twitter
nyc,3,Twitter
oakland,11,Twitter
oaklands,1,Twitter
obama,3,Twitter
obamacare,8,Twitter
obamas,1,Twitter
obvious,1,Twitter
obviously,1,Twitter
oc,4,Twitter
occoastkeeper,1,Twitter
occupation,23,Twitter
ocean,1,Twitter
ocregister,1,Twitter
octopus,2,Twitter
offer,1,Twitter
office,36,Twitter
officers,1,Twitter
official,2,Twitter
oh,11,Twitter
oiled,1,Twitter
ok,1,Twitter
okay,3,Twitter
oklahoma,1,Twitter
old,1,Twitter
omg,3,Twitter
one,187,Twitter
ones,4,Twitter
onesizefits,2,Twitter
online,9,Twitter
onset,1,Twitter
oops,1,Twitter
open,4,Twitter
openly,1,Twitter
openprimaryusa,1,Twitter
operative,1,Twitter
opposed,1,Twitter
oppounity,3,Twitter
options,4,Twitter
orange,3,Twitter
orangutan,1,Twitter
order,4,Twitter
orders,1,Twitter
organizacin,4,Twitter
orgs,286,Twitter
originally,1,Twitter
ot,1,Twitter
ourda,1,Twitter
ourrevturlock,1,Twitter
outcome,1,Twitter
outlet,4,Twitter
outnumbered,1,Twitter
outreach,1,Twitter
outside,2,Twitter
outsma,1,Twitter
oveake,1,Twitter
overcome,1,Twitter
overly,1,Twitter
overseas,3,Twitter
overw,1,Twitter
ow,1,Twitter
owe,1,Twitter
owned,1,Twitter
owns,1,Twitter
p,1,Twitter
pa,13,Twitter
pack,4,Twitter
package,1,Twitter
packed,9,Twitter
paicular,1,Twitter
paisan,164,Twitter
palewire,1,Twitter
pals,1,Twitter
pander,12,Twitter
panel,14,Twitter
paper,2,Twitter
paramount,2,Twitter
parenthood,1,Twitter
park,4,Twitter
paroling,1,Twitter
pass,3,Twitter
passage,1,Twitter
passed,6,Twitter
passenger,1,Twitter
passing,1,Twitter
passion,5,Twitter
passionate,1,Twitter
past,1,Twitter
path,1,Twitter
pathetic,2,Twitter
patriot,2,Twitter
patriothates,9,Twitter
patriots,116,Twitter
patty,8,Twitter
paul,2,Twitter
paulettez,1,Twitter
pay,52,Twitter
payback,1,Twitter
payer,1,Twitter
payerplan,1,Twitter
paying,3,Twitter
pays,1,Twitter
pbssocals,1,Twitter
pc,2,Twitter
pcarsnation,1,Twitter
pedophilia,1,Twitter
penalize,1,Twitter
penalty,1,Twitter
pennywatkins,1,Twitter
pentagon,1,Twitter
people,357,Twitter
per,2,Twitter
percent,1,Twitter
perfect,1,Twitter
perfectly,2,Twitter
performed,1,Twitter
perhaps,3,Twitter
permanent,10,Twitter
person,2,Twitter
personal,3,Twitter
personnel,1,Twitter
perspective,3,Twitter
perve,3,Twitter
pesident,1,Twitter
peter,1,Twitter
peterhala,1,Twitter
peterhalaub,1,Twitter
petermullerca,1,Twitter
peytonkoran,1,Twitter
pharma,1,Twitter
phase,1,Twitter
phenomenon,1,Twitter
phillpd,1,Twitter
philwillon,12,Twitter
phone,3,Twitter
phony,1,Twitter
photo,4,Twitter
photos,3,Twitter
phrama,1,Twitter
pic,1,Twitter
pick,1,Twitter
pics,3,Twitter
picture,4,Twitter
piece,23,Twitter
pig,1,Twitter
pimp,1,Twitter
pin,1,Twitter
pinaalmost,1,Twitter
pinko,2,Twitter
pinkocommiebastard,1,Twitter
pinnedwideopen,1,Twitter
pipefitters,2,Twitter
pkamalaharris,2,Twitter
place,2,Twitter
placement,1,Twitter
places,1,Twitter
plain,1,Twitter
plan,25,Twitter
plane,1,Twitter
planned,1,Twitter
plans,1,Twitter
plant,2,Twitter
platform,1,Twitter
platitudes,1,Twitter
play,2,Twitter
playbook,1,Twitter
playing,1,Twitter
please,57,Twitter
plenty,1,Twitter
pls,1,Twitter
plsimpeach,4,Twitter
plumbers,2,Twitter
plumpjack,1,Twitter
plus,2,Twitter
plutonium,1,Twitter
plz,1,Twitter
pocket,2,Twitter
podcast,1,Twitter
point,2,Twitter
points,1,Twitter
police,27,Twitter
policies,9,Twitter
policy,21,Twitter
polished,1,Twitter
political,6,Twitter
politicans,1,Twitter
politician,1,Twitter
politicians,2,Twitter
politicions,1,Twitter
politics,4,Twitter
poll,12,Twitter
pols,2,Twitter
ponchoromo,1,Twitter
pool,2,Twitter
poor,5,Twitter
popular,1,Twitter
pos,3,Twitter
posedions,1,Twitter
poseidons,1,Twitter
position,2,Twitter
positively,1,Twitter
post,3,Twitter
poster,1,Twitter
pot,2,Twitter
potato,1,Twitter
potty,1,Twitter
potus,834,Twitter
pouring,3,Twitter
povey,1,Twitter
power,6,Twitter
powercouple,1,Twitter
powerful,2,Twitter
powerhouse,1,Twitter
powrppl,2,Twitter
ppl,2,Twitter
pr,4,Twitter
prayer,1,Twitter
prayers,1,Twitter
pre,1,Twitter
predators,1,Twitter
preexisting,3,Twitter
prensa,1,Twitter
prepares,10,Twitter
pres,4,Twitter
president,28,Twitter
presidentoftheunitedstates,1,Twitter
presidentsincluding,1,Twitter
pretty,6,Twitter
prevent,1,Twitter
preventing,1,Twitter
prez,1,Twitter
pricks,1,Twitter
princess,1,Twitter
priority,1,Twitter
prisoners,2,Twitter
private,3,Twitter
pro,1,Twitter
proactive,1,Twitter
prob,3,Twitter
probably,4,Twitter
problem,6,Twitter
problems,1,Twitter
procedures,1,Twitter
proceed,1,Twitter
product,1,Twitter
profiting,1,Twitter
prog,1,Twitter
program,1,Twitter
programs,1,Twitter
progressive,12,Twitter
progressives,1,Twitter
prohibits,1,Twitter
prolgbtq,1,Twitter
promotes,4,Twitter
promoting,1,Twitter
pronounce,1,Twitter
pronouns,1,Twitter
proof,1,Twitter
prop,2,Twitter
propaganda,2,Twitter
propey,1,Twitter
propreform,1,Twitter
prote,12,Twitter
protect,8,Twitter
protected,1,Twitter
protecting,8,Twitter
protection,9,Twitter
protects,1,Twitter
protest,1,Twitter
proud,4,Twitter
proven,1,Twitter
pssst,1,Twitter
psych,1,Twitter
psycho,1,Twitter
pub,1,Twitter
public,14,Twitter
pumped,1,Twitter
pure,1,Twitter
purpose,1,Twitter
push,5,Twitter
pushed,1,Twitter
pushing,1,Twitter
put,14,Twitter
putin,1,Twitter
putinlover,1,Twitter
putins,2,Twitter
putinspuppett,1,Twitter
putting,2,Twitter
qualified,1,Twitter
quality,3,Twitter
question,4,Twitter
questions,8,Twitter
quienes,4,Twitter
quite,5,Twitter
quoting,1,Twitter
r,23,Twitter
race,4,Twitter
races,1,Twitter
racial,1,Twitter
racism,2,Twitter
racist,9,Twitter
racquelvasquez,15,Twitter
rafael,1,Twitter
raigosa,1,Twitter
rail,1,Twitter
rainbow,1,Twitter
rainbows,1,Twitter
raise,1,Twitter
rallies,1,Twitter
ran,6,Twitter
randpaul,5,Twitter
ranking,1,Twitter
rapist,1,Twitter
raza,1,Twitter
re,5,Twitter
rea,1,Twitter
reach,2,Twitter
reaching,1,Twitter
read,32,Twitter
readamp,1,Twitter
ready,294,Twitter
real,3,Twitter
realdonaldtrump,390,Twitter
realiza,1,Twitter
realize,3,Twitter
realized,1,Twitter
realjameswoods,1,Twitter
really,11,Twitter
reason,4,Twitter
reasonable,1,Twitter
reasons,12,Twitter
reassignment,1,Twitter
rebuild,2,Twitter
rebuttal,1,Twitter
recap,1,Twitter
recd,1,Twitter
recognize,7,Twitter
recognizes,2,Twitter
reconcile,1,Twitter
record,1,Twitter
recover,2,Twitter
recruiting,1,Twitter
redding,2,Twitter
redwoodgirl,30,Twitter
reference,1,Twitter
reform,23,Twitter
refuse,1,Twitter
refuses,1,Twitter
regarding,1,Twitter
regardless,1,Twitter
regulated,1,Twitter
reiff,1,Twitter
reiterate,1,Twitter
releases,1,Twitter
relevant,1,Twitter
religion,1,Twitter
remember,58,Twitter
rememember,287,Twitter
reminder,2,Twitter
reminds,4,Twitter
remove,4,Twitter
renamarrocco,7,Twitter
rendonrd,16,Twitter
renegadeinfp,1,Twitter
renegotiate,1,Twitter
renegotiated,1,Twitter
rent,1,Twitter
repcummings,1,Twitter
repeal,2,Twitter
repealing,1,Twitter
repjeffden,2,Twitter
repjeffdenham,1,Twitter
repjeffdenhams,1,Twitter
repjoekennedy,2,Twitter
replace,2,Twitter
replacement,1,Twitter
replanning,1,Twitter
replowenthal,1,Twitter
repo,2,Twitter
repoer,1,Twitter
represent,5,Twitter
republican,2,Twitter
republicans,4,Twitter
require,1,Twitter
requires,1,Twitter
resign,1,Twitter
resist,2,Twitter
resistance,2,Twitter
respond,3,Twitter
responded,1,Twitter
response,4,Twitter
responsibility,4,Twitter
restored,1,Twitter
restricting,1,Twitter
results,1,Twitter
retard,1,Twitter
retirement,1,Twitter
retweeted,4,Twitter
retweeting,1,Twitter
reveal,1,Twitter
revenge,1,Twitter
reverse,1,Twitter
reviewed,1,Twitter
revolution,1,Twitter
rey,1,Twitter
rhetoric,1,Twitter
ribboncutting,2,Twitter
rich,2,Twitter
rick,1,Twitter
right,22,Twitter
rights,19,Twitter
rineha,1,Twitter
ring,1,Twitter
rip,2,Twitter
ripping,341,Twitter
risetorun,1,Twitter
rival,1,Twitter
road,18,Twitter
robbonta,6,Twitter
robe,1,Twitter
robegarcialb,2,Twitter
robot,4,Twitter
rock,1,Twitter
rockprincess,2,Twitter
roll,1,Twitter
rolls,1,Twitter
rontrump,1,Twitter
room,6,Twitter
roomba,1,Twitter
rpublicbanking,1,Twitter
rsvp,5,Twitter
ru,3,Twitter
rubengluengas,1,Twitter
ruining,4,Twitter
ruling,1,Twitter
run,18,Twitter
running,11,Twitter
runwomenrun,12,Twitter
russell,1,Twitter
russia,9,Twitter
russian,2,Twitter
russiancollusion,1,Twitter
russians,1,Twitter
ryan,2,Twitter
ryanvmenezes,3,Twitter
ryguy,1,Twitter
s,8,Twitter
sacbeenews,1,Twitter
sachs,1,Twitter
sack,1,Twitter
sacramento,2,Twitter
sacrificed,342,Twitter
sad,6,Twitter
safe,718,Twitter
safer,1,Twitter
safety,1,Twitter
said,16,Twitter
sakotheamerican,8,Twitter
san,17,Twitter
sanctimonious,1,Twitter
sanctuary,11,Twitter
sanctuarycities,1,Twitter
sanders,1,Twitter
sandravance,1,Twitter
sanjoaquin,2,Twitter
sapofotrill,4,Twitter
sat,3,Twitter
saturday,8,Twitter
saudi,1,Twitter
save,31,Twitter
saveaca,2,Twitter
saw,1,Twitter
say,10,Twitter
sayin,1,Twitter
saying,1,Twitter
says,15,Twitter
sb,7,Twitter
scared,7,Twitter
scares,1,Twitter
scdcc,1,Twitter
school,8,Twitter
schoolsnotrprisons,1,Twitter
schwarzen,1,Twitter
schwarzenegger,2,Twitter
scottsvonkin,1,Twitter
scouts,1,Twitter
screw,1,Twitter
screwing,1,Twitter
screws,2,Twitter
scum,1,Twitter
sdcc,23,Twitter
sdconventionctr,2,Twitter
seal,2,Twitter
seat,1,Twitter
second,1,Twitter
secret,1,Twitter
secretaryperry,1,Twitter
secrets,1,Twitter
secretservice,2,Twitter
sector,5,Twitter
secure,2,Twitter
security,3,Twitter
see,14,Twitter
seeing,1,Twitter
seek,1,Twitter
seem,1,Twitter
seems,3,Twitter
seen,3,Twitter
segundo,1,Twitter
seize,1,Twitter
selective,2,Twitter
self,1,Twitter
semblance,1,Twitter
semi,1,Twitter
sen,1,Twitter
senate,2,Twitter
senatedems,1,Twitter
senategop,275,Twitter
senator,510,Twitter
senatorcollins,4,Twitter
senatormoorlach,2,Twitter
senatornewmanca,1,Twitter
senators,2,Twitter
send,8,Twitter
senfeinstein,7,Twitter
senfranken,1,Twitter
senior,1,Twitter
senjohnmccain,15,Twitter
